submission_date,state,new_case
8/17/2021,AK,431
8/17/2021,MA,1468
8/17/2021,UT,963
8/17/2021,PR,1307
8/17/2021,AS,0
8/17/2021,TX,23990
8/17/2021,MP,5
8/17/2021,AR,2203
8/17/2021,WV,639
8/17/2021,OK,2360
8/17/2021,IA,996
8/17/2021,TN,8282
8/17/2021,OH,3235
8/17/2021,NY,2045
8/17/2021,IN,2691
8/17/2021,NC,7939
8/17/2021,CT,881
8/17/2021,ME,191
8/17/2021,WI,1963
8/17/2021,MD,1012
8/17/2021,NH,271
8/17/2021,GU,37
8/17/2021,ND,252
8/17/2021,ID,904
8/17/2021,VI,43
8/17/2021,WY,412
8/17/2021,RI,372
8/17/2021,NJ,1821
8/16/2021,MI,1298
8/16/2021,WI,824
8/16/2021,NV,841
8/16/2021,CT,527
8/16/2021,IL,3042
8/16/2021,VT,82
8/16/2021,GU,63
8/16/2021,WA,2530
8/16/2021,NE,669
8/16/2021,MD,1617
8/16/2021,NC,3125
8/16/2021,RI,164
8/16/2021,MN,487
8/16/2021,FSM,0
8/16/2021,VA,1949
8/16/2021,KY,3625
8/16/2021,WY,226
8/16/2021,HI,522
8/16/2021,KS,820
8/16/2021,OK,1958
8/16/2021,MA,1033
8/16/2021,GA,6467
8/16/2021,TX,5733
8/16/2021,AR,856
8/16/2021,NYC,1580
8/16/2021,WV,636
8/16/2021,PR,120
8/16/2021,MP,0
8/16/2021,AK,334
8/16/2021,PW,0
8/16/2021,TN,2940
8/16/2021,IA,587
8/16/2021,FL,21729
8/16/2021,AS,0
8/16/2021,CO,699
8/16/2021,UT,809
8/16/2021,SD,61
8/16/2021,RMI,0
8/16/2021,NY,2069
8/16/2021,OH,1814
8/16/2021,NM,591
8/16/2021,PA,1279
8/16/2021,MS,3323
8/16/2021,ND,343
8/16/2021,ID,455
8/16/2021,AL,5960
8/16/2021,DE,284
8/16/2021,VI,16
8/16/2021,ME,127
8/16/2021,NH,187
8/16/2021,MT,155
8/16/2021,MO,2097
8/16/2021,CA,10353
8/16/2021,IN,2224
8/16/2021,AZ,2400
8/16/2021,SC,3271
8/16/2021,DC,184
8/16/2021,LA,4458
8/16/2021,OR,1460
8/16/2021,NJ,1304
8/15/2021,ND,53
8/15/2021,WI,823
8/15/2021,AL,2971
8/15/2021,VT,81
8/15/2021,CT,527
8/15/2021,NV,841
8/15/2021,MI,1296
8/15/2021,MO,1374
8/15/2021,ID,451
8/15/2021,ME,124
8/15/2021,NE,175
8/15/2021,MS,2615
8/15/2021,VI,15
8/15/2021,CA,14660
8/15/2021,NC,3289
8/15/2021,NH,187
8/15/2021,OR,1460
8/15/2021,FSM,0
8/15/2021,AZ,3052
8/15/2021,LA,4456
8/15/2021,VA,1947
8/15/2021,DC,182
8/15/2021,TX,5098
8/15/2021,NYC,1956
8/15/2021,WV,633
8/15/2021,AR,1517
8/15/2021,UT,807
8/15/2021,MP,0
8/15/2021,NY,2221
8/15/2021,TN,3161
8/15/2021,OH,1977
8/15/2021,IA,584
8/15/2021,PA,2098
8/15/2021,RMI,0
8/15/2021,FL,17214
8/15/2021,GA,6466
8/15/2021,AK,333
8/15/2021,HI,829
8/15/2021,PR,555
8/15/2021,PW,0
8/15/2021,OK,1957
8/15/2021,CO,888
8/15/2021,MA,1030
8/15/2021,AS,0
8/15/2021,KS,818
8/15/2021,SD,59
8/15/2021,NM,590
8/15/2021,WA,2530
8/15/2021,GU,37
8/15/2021,DE,299
8/15/2021,IN,2223
8/15/2021,IL,3042
8/15/2021,MD,435
8/15/2021,MT,153
8/15/2021,WY,223
8/15/2021,KY,2037
8/15/2021,RI,233
8/15/2021,MN,486
8/15/2021,NJ,1274
8/15/2021,SC,4128
8/14/2021,MD,434
8/14/2021,CA,15515
8/14/2021,GU,35
8/14/2021,MO,1747
8/14/2021,WI,823
8/14/2021,NH,187
8/14/2021,ND,52
8/14/2021,MI,1296
8/14/2021,DE,334
8/14/2021,MS,2612
8/14/2021,WA,2530
8/14/2021,NC,5748
8/14/2021,VT,81
8/14/2021,VI,53
8/14/2021,LA,4456
8/14/2021,VA,1947
8/14/2021,NJ,2564
8/14/2021,FSM,0
8/14/2021,MN,486
8/14/2021,OR,1460
8/14/2021,PW,0
8/14/2021,NYC,1953
8/14/2021,HI,764
8/14/2021,TX,26454
8/14/2021,MA,1030
8/14/2021,AS,0
8/14/2021,UT,807
8/14/2021,PR,1112
8/14/2021,MP,3
8/14/2021,CO,1376
8/14/2021,RMI,0
8/14/2021,SD,59
8/14/2021,PA,2223
8/14/2021,IA,584
8/14/2021,AK,333
8/14/2021,OK,1957
8/14/2021,AR,2117
8/14/2021,WV,633
8/14/2021,FL,16419
8/14/2021,KS,818
8/14/2021,GA,6466
8/14/2021,TN,5017
8/14/2021,NM,590
8/14/2021,NY,2322
8/14/2021,OH,2460
8/14/2021,MT,153
8/14/2021,AL,2867
8/14/2021,CT,527
8/14/2021,NE,203
8/14/2021,ME,124
8/14/2021,NV,841
8/14/2021,IN,2223
8/14/2021,IL,3042
8/14/2021,ID,451
8/14/2021,DC,182
8/14/2021,AZ,3418
8/14/2021,SC,3861
8/14/2021,WY,223
8/14/2021,RI,318
8/14/2021,KY,2631
8/13/2021,DE,271
8/13/2021,GU,35
8/13/2021,NV,1280
8/13/2021,NH,242
8/13/2021,MI,1693
8/13/2021,ID,780
8/13/2021,CT,542
8/13/2021,CA,16333
8/13/2021,WI,2121
8/13/2021,WA,3162
8/13/2021,NC,6013
8/13/2021,IL,3479
8/13/2021,NE,606
8/13/2021,MT,345
8/13/2021,MN,1324
8/13/2021,WY,315
8/13/2021,SC,4587
8/13/2021,DC,196
8/13/2021,RI,367
8/13/2021,OR,1765
8/13/2021,NYC,1953
8/13/2021,HI,1149
8/13/2021,AK,313
8/13/2021,FL,22271
8/13/2021,KS,1496
8/13/2021,OK,1957
8/13/2021,TX,13614
8/13/2021,PR,1188
8/13/2021,MA,1298
8/13/2021,MP,0
8/13/2021,CO,1119
8/13/2021,AR,3023
8/13/2021,NM,796
8/13/2021,NY,2574
8/13/2021,TN,5727
8/13/2021,GA,7216
8/13/2021,WV,430
8/13/2021,AS,0
8/13/2021,PW,0
8/13/2021,UT,897
8/13/2021,SD,139
8/13/2021,PA,2020
8/13/2021,OH,2732
8/13/2021,RMI,0
8/13/2021,IA,975
8/13/2021,VT,81
8/13/2021,AL,4097
8/13/2021,MD,1016
8/13/2021,MS,2612
8/13/2021,MO,3083
8/13/2021,VI,73
8/13/2021,ND,162
8/13/2021,IN,2656
8/13/2021,ME,189
8/13/2021,KY,2785
8/13/2021,LA,7548
8/13/2021,AZ,3225
8/13/2021,VA,2302
8/13/2021,NJ,1844
8/13/2021,FSM,0
8/12/2021,MI,1934
8/12/2021,VI,76
8/12/2021,DE,331
8/12/2021,AL,4409
8/12/2021,NH,306
8/12/2021,NE,487
8/12/2021,WA,3698
8/12/2021,IN,3151
8/12/2021,VT,128
8/12/2021,CT,742
8/12/2021,NV,1221
8/12/2021,MS,5023
8/12/2021,GU,46
8/12/2021,ID,751
8/12/2021,MO,3082
8/12/2021,ND,169
8/12/2021,WI,1626
8/12/2021,SC,3306
8/12/2021,WY,375
8/12/2021,MN,1311
8/12/2021,OR,2305
8/12/2021,NJ,1854
8/12/2021,RI,309
8/12/2021,KY,3355
8/12/2021,MP,1
8/12/2021,PR,1166
8/12/2021,PW,0
8/12/2021,WV,645
8/12/2021,TX,14920
8/12/2021,HI,543
8/12/2021,MA,1367
8/12/2021,OK,2814
8/12/2021,AR,2318
8/12/2021,AK,376
8/12/2021,NY,2444
8/12/2021,IA,975
8/12/2021,PA,2311
8/12/2021,CO,1636
8/12/2021,AS,0
8/12/2021,NYC,2032
8/12/2021,FL,25932
8/12/2021,GA,7016
8/12/2021,KS,1495
8/12/2021,UT,1243
8/12/2021,TN,5054
8/12/2021,OH,3272
8/12/2021,NM,1279
8/12/2021,RMI,0
8/12/2021,SD,153
8/12/2021,IL,3114
8/12/2021,CA,17051
8/12/2021,ME,213
8/12/2021,MD,950
8/12/2021,NC,6106
8/12/2021,MT,396
8/12/2021,DC,152
8/12/2021,VA,2270
8/12/2021,AZ,2970
8/12/2021,FSM,0
8/12/2021,LA,5287
8/11/2021,NH,148
8/11/2021,MI,1730
8/11/2021,VI,27
8/11/2021,MT,369
8/11/2021,CA,17161
8/11/2021,IL,3933
8/11/2021,MD,1047
8/11/2021,CT,914
8/11/2021,NV,916
8/11/2021,WY,256
8/11/2021,SC,2755
8/11/2021,MN,1625
8/11/2021,FL,23874
8/11/2021,GA,6958
8/11/2021,AR,2940
8/11/2021,HI,460
8/11/2021,MA,1440
8/11/2021,PW,0
8/11/2021,TN,5658
8/11/2021,SD,124
8/11/2021,IA,859
8/11/2021,MP,0
8/11/2021,AS,0
8/11/2021,WV,546
8/11/2021,CO,1311
8/11/2021,AK,359
8/11/2021,OK,2468
8/11/2021,TX,17898
8/11/2021,NYC,2158
8/11/2021,PR,1030
8/11/2021,KS,1371
8/11/2021,UT,1114
8/11/2021,NY,2191
8/11/2021,RMI,0
8/11/2021,OH,3393
8/11/2021,PA,1848
8/11/2021,NM,713
8/11/2021,MS,4412
8/11/2021,DE,161
8/11/2021,GU,48
8/11/2021,MO,3580
8/11/2021,AL,4622
8/11/2021,ID,736
8/11/2021,WA,3085
8/11/2021,VT,128
8/11/2021,IN,2458
8/11/2021,NC,6243
8/11/2021,ND,150
8/11/2021,NE,502
8/11/2021,WI,1559
8/11/2021,ME,236
8/11/2021,AZ,1970
8/11/2021,FSM,0
8/11/2021,RI,314
8/11/2021,KY,3439
8/11/2021,VA,2361
8/11/2021,LA,5407
8/11/2021,NJ,1686
8/11/2021,DC,127
8/11/2021,OR,1957
8/10/2021,MI,1592
8/10/2021,NE,489
8/10/2021,ME,217
8/10/2021,CA,9202
8/10/2021,NC,6919
8/10/2021,DE,123
8/10/2021,GU,48
8/10/2021,AL,4829
8/10/2021,WI,1770
8/10/2021,ND,184
8/10/2021,SC,2242
8/10/2021,WY,300
8/10/2021,NJ,1629
8/10/2021,OR,2333
8/10/2021,AK,239
8/10/2021,WV,457
8/10/2021,UT,634
8/10/2021,KS,1370
8/10/2021,PR,1438
8/10/2021,PW,0
8/10/2021,HI,419
8/10/2021,NYC,3075
8/10/2021,FL,24722
8/10/2021,IA,858
8/10/2021,RMI,0
8/10/2021,PA,2099
8/10/2021,NM,683
8/10/2021,TX,17401
8/10/2021,MA,1334
8/10/2021,OK,2199
8/10/2021,GA,6945
8/10/2021,AR,2620
8/10/2021,MP,4
8/10/2021,CO,812
8/10/2021,AS,0
8/10/2021,TN,5646
8/10/2021,SD,123
8/10/2021,OH,2326
8/10/2021,NY,1722
8/10/2021,NH,88
8/10/2021,CT,275
8/10/2021,WA,2011
8/10/2021,VI,33
8/10/2021,MO,4213
8/10/2021,MD,886
8/10/2021,ID,754
8/10/2021,IN,2196
8/10/2021,MS,3163
8/10/2021,IL,2950
8/10/2021,MT,484
8/10/2021,VT,83
8/10/2021,NV,1125
8/10/2021,AZ,2582
8/10/2021,DC,137
8/10/2021,LA,6088
8/10/2021,RI,213
8/10/2021,KY,3238
8/10/2021,MN,1685
8/10/2021,FSM,0
8/10/2021,VA,2117
8/9/2021,NC,2955
8/9/2021,NH,153
8/9/2021,ND,224
8/9/2021,MI,94
8/9/2021,IN,1650
8/9/2021,WA,2234
8/9/2021,MS,3488
8/9/2021,CA,10269
8/9/2021,ID,316
8/9/2021,MO,2396
8/9/2021,VA,1546
8/9/2021,SC,2517
8/9/2021,UT,674
8/9/2021,OK,1670
8/9/2021,NYC,1248
8/9/2021,MA,886
8/9/2021,CO,659
8/9/2021,PW,0
8/9/2021,TX,2386
8/9/2021,GA,4349
8/9/2021,AR,995
8/9/2021,FL,20447
8/9/2021,WV,347
8/9/2021,AK,272
8/9/2021,KS,891
8/9/2021,NM,435
8/9/2021,NY,1681
8/9/2021,MP,0
8/9/2021,HI,432
8/9/2021,AS,0
8/9/2021,PR,189
8/9/2021,SD,123
8/9/2021,TN,2539
8/9/2021,OH,1269
8/9/2021,IA,521
8/9/2021,RMI,0
8/9/2021,PA,1097
8/9/2021,DE,195
8/9/2021,MD,1215
8/9/2021,VI,37
8/9/2021,AL,5179
8/9/2021,NV,1004
8/9/2021,MT,130
8/9/2021,WI,848
8/9/2021,NE,540
8/9/2021,IL,2620
8/9/2021,GU,44
8/9/2021,VT,76
8/9/2021,ME,181
8/9/2021,CT,431
8/9/2021,AZ,2191
8/9/2021,MN,374
8/9/2021,DC,157
8/9/2021,WY,191
8/9/2021,OR,1068
8/9/2021,RI,136
8/9/2021,NJ,861
8/9/2021,LA,5517
8/9/2021,KY,2482
8/9/2021,FSM,0
8/8/2021,WA,2232
8/8/2021,MI,282
8/8/2021,ND,26
8/8/2021,CA,13593
8/8/2021,VI,36
8/8/2021,AL,2841
8/8/2021,DE,214
8/8/2021,MS,2306
8/8/2021,IN,1648
8/8/2021,IL,2619
8/8/2021,RI,196
8/8/2021,DC,155
8/8/2021,FSM,0
8/8/2021,NJ,1169
8/8/2021,AZ,2639
8/8/2021,OR,1068
8/8/2021,SC,3134
8/8/2021,HI,632
8/8/2021,UT,672
8/8/2021,WV,345
8/8/2021,GA,4346
8/8/2021,AS,0
8/8/2021,CO,898
8/8/2021,AK,270
8/8/2021,RMI,0
8/8/2021,NM,435
8/8/2021,SD,123
8/8/2021,TX,5740
8/8/2021,PW,0
8/8/2021,MA,883
8/8/2021,NYC,1703
8/8/2021,OK,1668
8/8/2021,FL,15298
8/8/2021,KS,889
8/8/2021,AR,1369
8/8/2021,MP,0
8/8/2021,PR,521
8/8/2021,NY,1773
8/8/2021,IA,519
8/8/2021,PA,1240
8/8/2021,OH,1413
8/8/2021,TN,2409
8/8/2021,GU,20
8/8/2021,MT,129
8/8/2021,WI,844
8/8/2021,ME,179
8/8/2021,MO,1322
8/8/2021,NC,2952
8/8/2021,NV,1003
8/8/2021,MD,427
8/8/2021,CT,428
8/8/2021,NE,148
8/8/2021,VT,75
8/8/2021,ID,313
8/8/2021,NH,151
8/8/2021,MN,372
8/8/2021,LA,5513
8/8/2021,VA,1542
8/8/2021,WY,191
8/8/2021,KY,1482
8/7/2021,ME,2
8/7/2021,ID,313
8/7/2021,VI,53
8/7/2021,MO,1768
8/7/2021,VT,75
8/7/2021,GU,16
8/7/2021,MI,462
8/7/2021,CA,14634
8/7/2021,AL,2687
8/7/2021,NC,4795
8/7/2021,MS,2303
8/7/2021,MD,426
8/7/2021,AZ,2653
8/7/2021,DC,155
8/7/2021,FSM,0
8/7/2021,NJ,1539
8/7/2021,LA,5513
8/7/2021,WY,191
8/7/2021,OR,1068
8/7/2021,PW,0
8/7/2021,PR,968
8/7/2021,GA,4346
8/7/2021,WV,345
8/7/2021,AK,270
8/7/2021,AS,0
8/7/2021,HI,600
8/7/2021,FL,19545
8/7/2021,TX,19981
8/7/2021,NY,2441
8/7/2021,RMI,0
8/7/2021,PA,1661
8/7/2021,SD,123
8/7/2021,UT,672
8/7/2021,MA,883
8/7/2021,KS,889
8/7/2021,CO,1104
8/7/2021,MP,8
8/7/2021,AR,2633
8/7/2021,OK,1668
8/7/2021,NYC,1701
8/7/2021,IA,519
8/7/2021,TN,3742
8/7/2021,OH,2317
8/7/2021,NM,435
8/7/2021,WA,2232
8/7/2021,IN,1648
8/7/2021,NV,1003
8/7/2021,NH,151
8/7/2021,CT,428
8/7/2021,ND,25
8/7/2021,WI,844
8/7/2021,NE,151
8/7/2021,DE,260
8/7/2021,IL,2619
8/7/2021,MT,129
8/7/2021,SC,3606
8/7/2021,VA,1542
8/7/2021,MN,372
8/7/2021,RI,234
8/7/2021,KY,1633
8/6/2021,DE,228
8/6/2021,ME,163
8/6/2021,WI,1312
8/6/2021,NH,157
8/6/2021,VT,75
8/6/2021,IL,3040
8/6/2021,WA,2337
8/6/2021,DC,128
8/6/2021,AZ,2826
8/6/2021,KY,2445
8/6/2021,NJ,1346
8/6/2021,FSM,0
8/6/2021,MN,1004
8/6/2021,KS,1089
8/6/2021,CO,1162
8/6/2021,NYC,1701
8/6/2021,TX,11340
8/6/2021,PW,0
8/6/2021,MP,0
8/6/2021,PA,1711
8/6/2021,OH,1666
8/6/2021,IA,799
8/6/2021,RMI,0
8/6/2021,TN,4128
8/6/2021,WV,429
8/6/2021,MA,1206
8/6/2021,PR,828
8/6/2021,FL,21487
8/6/2021,AK,313
8/6/2021,GA,6005
8/6/2021,AR,3037
8/6/2021,AS,0
8/6/2021,HI,607
8/6/2021,UT,894
8/6/2021,OK,2364
8/6/2021,SD,123
8/6/2021,NY,1765
8/6/2021,NM,546
8/6/2021,MS,2303
8/6/2021,MD,892
8/6/2021,ND,116
8/6/2021,ID,679
8/6/2021,MO,2765
8/6/2021,NE,439
8/6/2021,GU,16
8/6/2021,IN,2009
8/6/2021,AL,3645
8/6/2021,VI,53
8/6/2021,CT,731
8/6/2021,NC,5073
8/6/2021,MI,702
8/6/2021,MT,272
8/6/2021,CA,14843
8/6/2021,NV,1299
8/6/2021,SC,3343
8/6/2021,WY,253
8/6/2021,RI,289
8/6/2021,LA,6116
8/6/2021,OR,980
8/6/2021,VA,1784
8/5/2021,ND,119
8/5/2021,CA,15250
8/5/2021,WI,1744
8/5/2021,VT,182
8/5/2021,ID,743
8/5/2021,IN,1900
8/5/2021,MO,3257
8/5/2021,GU,21
8/5/2021,MT,282
8/5/2021,CT,492
8/5/2021,WY,247
8/5/2021,LA,5468
8/5/2021,RI,236
8/5/2021,FSM,0
8/5/2021,AR,2777
8/5/2021,HI,635
8/5/2021,MP,0
8/5/2021,CO,1104
8/5/2021,WV,403
8/5/2021,TX,13895
8/5/2021,AS,0
8/5/2021,AK,347
8/5/2021,PA,1800
8/5/2021,SD,123
8/5/2021,NM,670
8/5/2021,RMI,0
8/5/2021,MA,1171
8/5/2021,PW,0
8/5/2021,OK,2303
8/5/2021,FL,24147
8/5/2021,UT,1096
8/5/2021,GA,5806
8/5/2021,PR,579
8/5/2021,KS,1088
8/5/2021,NYC,1885
8/5/2021,NY,1689
8/5/2021,OH,1969
8/5/2021,IA,797
8/5/2021,TN,3701
8/5/2021,MS,2094
8/5/2021,MI,814
8/5/2021,AL,3928
8/5/2021,IL,3048
8/5/2021,NH,228
8/5/2021,NE,381
8/5/2021,ME,144
8/5/2021,MD,890
8/5/2021,WA,2914
8/5/2021,NC,4826
8/5/2021,NV,1135
8/5/2021,VI,77
8/5/2021,DE,186
8/5/2021,SC,2853
8/5/2021,KY,2668
8/5/2021,NJ,1466
8/5/2021,DC,117
8/5/2021,VA,1844
8/5/2021,OR,1372
8/5/2021,MN,861
8/5/2021,AZ,2289
8/4/2021,ME,140
8/4/2021,DE,122
8/4/2021,NV,993
8/4/2021,MD,729
8/4/2021,MT,295
8/4/2021,MI,758
8/4/2021,GU,29
8/4/2021,VI,86
8/4/2021,IN,1731
8/4/2021,WI,1333
8/4/2021,NC,4761
8/4/2021,ND,117
8/4/2021,LA,4779
8/4/2021,SC,2134
8/4/2021,DC,58
8/4/2021,MN,933
8/4/2021,NJ,1230
8/4/2021,AZ,2286
8/4/2021,RI,299
8/4/2021,UT,1050
8/4/2021,AR,2838
8/4/2021,CO,1197
8/4/2021,OH,2167
8/4/2021,SD,58
8/4/2021,NM,607
8/4/2021,NY,1526
8/4/2021,RMI,0
8/4/2021,PR,859
8/4/2021,FL,22765
8/4/2021,NYC,1975
8/4/2021,OK,2342
8/4/2021,TX,18757
8/4/2021,GA,4860
8/4/2021,MP,0
8/4/2021,AK,327
8/4/2021,AS,0
8/4/2021,PW,0
8/4/2021,KS,1357
8/4/2021,HI,320
8/4/2021,WV,382
8/4/2021,MA,1032
8/4/2021,PA,1397
8/4/2021,IA,646
8/4/2021,TN,4017
8/4/2021,AL,3940
8/4/2021,CA,14850
8/4/2021,VT,23
8/4/2021,ID,637
8/4/2021,NH,122
8/4/2021,MS,3164
8/4/2021,NE,413
8/4/2021,CT,537
8/4/2021,MO,3946
8/4/2021,IL,2364
8/4/2021,WA,2032
8/4/2021,WY,249
8/4/2021,FSM,0
8/4/2021,OR,1183
8/4/2021,KY,2258
8/4/2021,VA,1761
8/3/2021,VI,28
8/3/2021,MS,2821
8/3/2021,NE,393
8/3/2021,MO,4488
8/3/2021,ME,139
8/3/2021,WA,2071
8/3/2021,AL,4222
8/3/2021,MD,695
8/3/2021,LA,4753
8/3/2021,DC,82
8/3/2021,WY,237
8/3/2021,OR,1565
8/3/2021,MN,1665
8/3/2021,SC,2119
8/3/2021,PW,0
8/3/2021,HI,369
8/3/2021,GA,3832
8/3/2021,CO,783
8/3/2021,NYC,1663
8/3/2021,TX,14239
8/3/2021,OK,2160
8/3/2021,PR,981
8/3/2021,OH,1769
8/3/2021,NM,478
8/3/2021,TN,3926
8/3/2021,AS,0
8/3/2021,UT,728
8/3/2021,AK,269
8/3/2021,AR,2343
8/3/2021,WV,267
8/3/2021,KS,1357
8/3/2021,MP,2
8/3/2021,MA,1101
8/3/2021,FL,20211
8/3/2021,PA,1562
8/3/2021,SD,53
8/3/2021,NY,1488
8/3/2021,IA,645
8/3/2021,RMI,0
8/3/2021,VT,22
8/3/2021,ID,680
8/3/2021,NC,5243
8/3/2021,MI,894
8/3/2021,MT,399
8/3/2021,WI,1571
8/3/2021,DE,81
8/3/2021,CA,9003
8/3/2021,ND,96
8/3/2021,NV,1215
8/3/2021,IL,2682
8/3/2021,NH,169
8/3/2021,IN,1589
8/3/2021,GU,30
8/3/2021,CT,584
8/3/2021,VA,1717
8/3/2021,NJ,1313
8/3/2021,FSM,0
8/3/2021,AZ,1974
8/3/2021,KY,2627
8/3/2021,RI,208
8/2/2021,NH,111
8/2/2021,NE,441
8/2/2021,CA,9008
8/2/2021,CT,417
8/2/2021,WA,2070
8/2/2021,MO,2640
8/2/2021,MD,815
8/2/2021,NV,845
8/2/2021,DE,118
8/2/2021,GU,29
8/2/2021,MN,210
8/2/2021,LA,3704
8/2/2021,KY,1953
8/2/2021,WY,116
8/2/2021,FSM,0
8/2/2021,SC,2504
8/2/2021,OR,682
8/2/2021,RI,91
8/2/2021,VA,1240
8/2/2021,DC,106
8/2/2021,CO,628
8/2/2021,NYC,1590
8/2/2021,KS,569
8/2/2021,MP,6
8/2/2021,UT,748
8/2/2021,AR,844
8/2/2021,PR,168
8/2/2021,MA,703
8/2/2021,PA,866
8/2/2021,OH,895
8/2/2021,NM,360
8/2/2021,AS,0
8/2/2021,FL,17063
8/2/2021,PW,0
8/2/2021,GA,3829
8/2/2021,HI,356
8/2/2021,WV,223
8/2/2021,TX,4358
8/2/2021,AK,235
8/2/2021,OK,1407
8/2/2021,RMI,0
8/2/2021,TN,1926
8/2/2021,NY,941
8/2/2021,SD,53
8/2/2021,IA,439
8/2/2021,WI,697
8/2/2021,MS,1574
8/2/2021,IL,1870
8/2/2021,IN,934
8/2/2021,MT,92
8/2/2021,VT,56
8/2/2021,NC,2322
8/2/2021,ID,290
8/2/2021,ME,128
8/2/2021,ND,163
8/2/2021,VI,17
8/2/2021,AL,4539
8/2/2021,MI,981
8/2/2021,AZ,1846
8/2/2021,NJ,878
8/1/2021,NH,109
8/1/2021,MI,592
8/1/2021,AL,2530
8/1/2021,ID,289
8/1/2021,DE,156
8/1/2021,CT,414
8/1/2021,IN,932
8/1/2021,MS,1665
8/1/2021,CA,11738
8/1/2021,NV,843
8/1/2021,VI,17
8/1/2021,WI,695
8/1/2021,LA,3702
8/1/2021,KY,1176
8/1/2021,OR,681
8/1/2021,NJ,928
8/1/2021,MN,207
8/1/2021,AZ,2306
8/1/2021,AK,234
8/1/2021,PW,0
8/1/2021,TX,2359
8/1/2021,FL,13149
8/1/2021,CO,832
8/1/2021,PR,353
8/1/2021,KS,567
8/1/2021,SD,53
8/1/2021,RMI,0
8/1/2021,IA,437
8/1/2021,GA,3829
8/1/2021,AS,0
8/1/2021,OK,1404
8/1/2021,UT,748
8/1/2021,HI,447
8/1/2021,WV,221
8/1/2021,MP,0
8/1/2021,AR,1984
8/1/2021,MA,701
8/1/2021,NYC,1328
8/1/2021,PA,978
8/1/2021,NY,1254
8/1/2021,TN,1858
8/1/2021,NM,358
8/1/2021,OH,857
8/1/2021,MT,88
8/1/2021,NC,2509
8/1/2021,MD,274
8/1/2021,GU,9
8/1/2021,WA,2070
8/1/2021,VT,52
8/1/2021,ME,127
8/1/2021,NE,136
8/1/2021,ND,16
8/1/2021,MO,1220
8/1/2021,IL,1869
8/1/2021,RI,159
8/1/2021,DC,104
8/1/2021,WY,112
8/1/2021,VA,1236
8/1/2021,FSM,0
8/1/2021,SC,1894
7/31/2021,CT,414
7/31/2021,MT,88
7/31/2021,NH,109
7/31/2021,ID,289
7/31/2021,AL,2144
7/31/2021,VI,23
7/31/2021,MO,1937
7/31/2021,MI,628
7/31/2021,NC,3557
7/31/2021,VT,52
7/31/2021,MD,273
7/31/2021,DE,132
7/31/2021,FSM,0
7/31/2021,OR,681
7/31/2021,FL,17749
7/31/2021,MA,701
7/31/2021,CO,963
7/31/2021,WV,221
7/31/2021,MP,0
7/31/2021,AR,1339
7/31/2021,GA,3829
7/31/2021,PR,724
7/31/2021,HI,467
7/31/2021,NYC,1328
7/31/2021,AK,234
7/31/2021,KS,567
7/31/2021,NM,358
7/31/2021,IA,437
7/31/2021,NY,1368
7/31/2021,AS,0
7/31/2021,TX,12732
7/31/2021,UT,748
7/31/2021,PW,0
7/31/2021,OK,1404
7/31/2021,SD,53
7/31/2021,TN,2653
7/31/2021,RMI,0
7/31/2021,OH,1469
7/31/2021,PA,1142
7/31/2021,WA,2070
7/31/2021,GU,7
7/31/2021,MS,1663
7/31/2021,NV,843
7/31/2021,ND,14
7/31/2021,WI,695
7/31/2021,ME,4
7/31/2021,NE,94
7/31/2021,CA,12386
7/31/2021,IN,932
7/31/2021,IL,1869
7/31/2021,KY,1036
7/31/2021,AZ,2066
7/31/2021,WY,112
7/31/2021,LA,3702
7/31/2021,RI,200
7/31/2021,SC,2064
7/31/2021,VA,1236
7/31/2021,NJ,1182
7/31/2021,DC,104
7/31/2021,MN,207
7/30/2021,NE,311
7/30/2021,CT,491
7/30/2021,ME,87
7/30/2021,GU,7
7/30/2021,MD,587
7/30/2021,NC,3866
7/30/2021,WA,714
7/30/2021,WI,1185
7/30/2021,MO,2778
7/30/2021,MS,1663
7/30/2021,IN,1424
7/30/2021,WY,172
7/30/2021,SC,2266
7/30/2021,OR,1066
7/30/2021,LA,5313
7/30/2021,FSM,0
7/30/2021,VA,1246
7/30/2021,AZ,1965
7/30/2021,KY,1551
7/30/2021,NJ,1119
7/30/2021,MN,700
7/30/2021,FL,19772
7/30/2021,MP,0
7/30/2021,UT,1211
7/30/2021,TX,15713
7/30/2021,WV,268
7/30/2021,TN,2831
7/30/2021,RMI,0
7/30/2021,NY,1259
7/30/2021,PW,0
7/30/2021,AR,2544
7/30/2021,OK,2328
7/30/2021,HI,552
7/30/2021,GA,3604
7/30/2021,PR,760
7/30/2021,AS,0
7/30/2021,AK,264
7/30/2021,KS,1001
7/30/2021,MA,931
7/30/2021,NYC,1328
7/30/2021,CO,1000
7/30/2021,PA,992
7/30/2021,NM,331
7/30/2021,IA,441
7/30/2021,SD,53
7/30/2021,OH,1183
7/30/2021,ID,529
7/30/2021,AL,2886
7/30/2021,NV,1310
7/30/2021,ND,74
7/30/2021,MT,223
7/30/2021,CA,12454
7/30/2021,IL,2348
7/30/2021,NH,103
7/30/2021,DE,146
7/30/2021,VT,52
7/30/2021,MI,789
7/30/2021,VI,92
7/30/2021,DC,69
7/30/2021,RI,210
7/29/2021,MO,4217
7/29/2021,NV,1345
7/29/2021,MI,797
7/29/2021,AL,3033
7/29/2021,ND,84
7/29/2021,ME,111
